4.911000, 1.455000, 0
5.465369, -0.446104, 1
4.969535, -1.258843, 2
6.324099, 0.336146, 3
6.674909, -1.052660, 4
5.418203, 1.103198, 5
7.263566, 0.344112, 6
6.252258, -1.370357, 7
5.922765, 1.429594, 8
3.982566, 0.207602, 9
3.932043, -0.978225, 10
2.847049, 1.107135, 11
6.931723, 0.732948, 12
3.101848, -0.519257, 13
2.686415, -1.270196, 14
4.495000, -0.878000, 15
